area_type,availability,location,total_sqft,bath,balcony,price,bhk_size,price_per_sqft
Super built-up  Area,Ready To Move,Yelahanka,1036.0,2.0,2.0,3936999.9999999995,2,3800.1930501930497
Super built-up  Area,18-Jun,JP Nagar,1275.0,3.0,2.0,4120000.0000000005,3,3231.3725490196084
Super built-up  Area,Ready To Move,Old Madras Road,2010.0,3.0,2.0,11500000.0,4,5721.393034825871
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,2.0,4660000.0,2,3683.794466403162
Super built-up  Area,Ready To Move,Anandapura,1576.0,3.0,2.0,5800000.0,3,3680.203045685279
Super built-up  Area,Ready To Move,Dodda Nekkundi,1148.0,2.0,1.0,5600000.0,2,4878.048780487805
Super built-up  Area,Ready To Move,Green View Layout,1000.0,2.0,1.0,3600000.0,2,3600.0
Super built-up  Area,Ready To Move,Kudlu,1293.0,2.0,2.0,8500000.0,3,6573.859242072699
Plot  Area,18-May,TC Palaya,1200.0,2.0,0.0,6600000.0,3,5500.0
Super built-up  Area,Ready To Move,Munnekollal,1210.0,2.0,3.0,7500000.0,2,6198.347107438017
Built-up  Area,Ready To Move,HSR Layout,1126.0,2.0,1.0,6900000.0,2,6127.886323268206
Built-up  Area,Ready To Move,Sarakki Nagar,1840.0,4.0,1.0,17500000.0,3,9510.869565217392
Built-up  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,7000000.0,3,4861.111111111111
Built-up  Area,Ready To Move,Ramamurthy Nagar,1300.0,2.0,2.0,5200000.0,3,4000.0
Super built-up  Area,Ready To Move,Thanisandra,1276.0,2.0,2.0,7500000.0,2,5877.742946708464
Plot  Area,Ready To Move,Gidada Konnenahalli,600.0,4.0,2.0,10500000.0,6,17500.0
Super built-up  Area,Ready To Move,Whitefield,1216.0,2.0,1.0,8300000.0,2,6825.6578947368425
Super built-up  Area,18-Apr,Marenahalli,840.0,1.0,0.0,7500000.0,1,8928.57142857143
Plot  Area,Ready To Move,Sector 1 HSR Layout,1240.0,5.0,3.0,30000000.0,5,24193.548387096773
Built-up  Area,Ready To Move,Sompura,1126.0,2.0,2.0,3900000.0,2,3463.587921847247
Plot  Area,Ready To Move,Mysore Road,45.0,1.0,0.0,2300000.0,1,51111.11111111111
Super built-up  Area,18-May,Raja Rajeshwari Nagar,1162.0,2.0,0.0,6500000.0,2,5593.803786574871
Super built-up  Area,Ready To Move,Whitefield,1301.0,2.0,2.0,6500000.0,2,4996.156802459646
Super built-up  Area,19-Dec,Devanahalli,658.0,1.0,1.0,3400000.0,1,5167.173252279636
Plot  Area,Ready To Move,Sahakara Nagar,1350.0,3.0,1.0,25000000.0,3,18518.51851851852
Super built-up  Area,Ready To Move,Whitefield,2500.0,3.0,2.0,28000000.0,3,11200.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,1569.6,1.0,1.0,6300000.0,1,4013.7614678899085
Built-up  Area,Ready To Move,Chandapura,1208.51,3.0,2.0,4200000.0,3,3475.3539482503247
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1133.0,2.0,2.0,3840999.9999999995,2,3390.114739629302
Super built-up  Area,Ready To Move,Shettigere,1760.0,2.0,1.0,11600000.0,3,6590.909090909091
Super built-up  Area,Ready To Move,Sarjapur,940.0,2.0,1.0,2538000.0,2,2700.0
Super built-up  Area,Ready To Move,Badavala Nagar,1145.0,2.0,2.0,5700000.0,2,4978.1659388646285
Super built-up  Area,Ready To Move,Bannerghatta Road,1302.5,2.0,0.0,6773000.0,2,5200.0
Built-up  Area,Ready To Move,Rahat Bagh,3900.0,5.0,1.0,55000000.0,4,14102.564102564103
Super built-up  Area,Ready To Move,Omarbagh Layout,3317.5,5.0,0.0,26850000.0,4,8093.443858327054
Built-up  Area,Ready To Move,Dasarahalli,1300.0,2.0,2.0,5000000.0,2,3846.153846153846
Super built-up  Area,Ready To Move,Malleshwaram,2475.0,4.0,3.0,32600000.0,3,13171.717171717171
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2040.0,3.0,2.0,20000000.0,3,9803.921568627451
Built-up  Area,Ready To Move,Hosakerehalli,1200.0,1.0,0.0,15000000.0,1,12500.0
Plot  Area,Ready To Move,Jigani,2420.0,4.0,1.0,19000000.0,4,7851.239669421488
Built-up  Area,Ready To Move,Thubarahalli,1216.0,2.0,1.0,8000000.0,2,6578.9473684210525
Super built-up  Area,Ready To Move,Tumkur Road,1459.0,2.0,1.0,11000000.0,3,7539.410555174777
Super built-up  Area,Ready To Move,Jakkur,1622.0,2.0,0.0,8000000.0,3,4932.182490752158
Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,8500000.0,3,4612.045577862181
Plot  Area,Ready To Move,Chikkasandra,600.0,1.0,1.0,5200000.0,2,8666.666666666666
Super built-up  Area,Ready To Move,Malleshpalya,1430.0,2.0,1.0,6950000.0,3,4860.1398601398605
Plot  Area,Ready To Move,Kammanahalli,1800.0,2.0,0.0,28000000.0,4,15555.555555555555
Super built-up  Area,Ready To Move,Begur Road,1565.0,2.0,2.0,5791000.0,3,3700.3194888178914
Super built-up  Area,Ready To Move, Devarabeesana Halli,1670.0,3.0,2.0,16000000.0,3,9580.838323353293
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1695.0,3.0,2.0,15000000.0,3,8849.557522123894
Super built-up  Area,Ready To Move,Akshayanagara West,1410.0,2.0,2.0,7500000.0,2,5319.148936170212
Super built-up  Area,Ready To Move,Kengeri Satellite Town,1060.0,2.0,3.0,4200000.0,2,3962.264150943396
Built-up  Area,Ready To Move,Sarjapur  Road,1120.0,2.0,2.0,5000000.0,2,4464.285714285715
Plot  Area,Ready To Move,Hosa Road,880.0,2.0,0.0,5000000.0,2,5681.818181818182
Super built-up  Area,Ready To Move,Dodda Nekkundi,1435.0,3.0,3.0,5720000.0,3,3986.062717770035
Super built-up  Area,Ready To Move,Doddakallasandra,1425.0,2.0,2.0,5699000.0,3,3999.2982456140353
Super built-up  Area,Ready To Move,Arekere,900.0,2.0,3.0,5000000.0,2,5555.555555555556
Built-up  Area,18-Feb,Escorts Colony,2400.0,5.0,2.0,9300000.0,5,3875.0
Built-up  Area,21-Dec,Thanisandra,693.0,1.0,1.0,3429999.9999999995,1,4949.494949494949
Plot  Area,Ready To Move,Kengeri,600.0,3.0,1.0,9000000.0,3,15000.0
Super built-up  Area,20-Dec,Electronic City,2435.0,4.0,3.0,11900000.0,4,4887.063655030801
Super built-up  Area,18-Aug,Iblur Village,1920.0,3.0,2.0,15000000.0,3,7812.5
Super built-up  Area,18-Mar,Electronic City,630.0,1.0,1.0,4700000.0,1,7460.31746031746
Plot  Area,Ready To Move,Hulimavu,1200.0,5.0,0.0,10100000.0,5,8416.666666666666
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,1.0,5500000.0,1,7801.418439716312
Super built-up  Area,18-Dec,Srinivasa Nagar,1200.0,2.0,2.0,7559999.999999999,3,6299.999999999999
Super built-up  Area,Ready To Move,Mahadevpura,1532.0,2.0,2.0,6200000.0,2,4046.9973890339425
Super built-up  Area,Ready To Move,Rajiv Nagar,1330.0,2.0,1.0,9300000.0,2,6992.481203007519
Plot  Area,Ready To Move,3rd Block Hrbr Layout,1200.0,3.0,1.0,21000000.0,4,17500.0
Built-up  Area,Ready To Move,Sarjapur  Road,1530.0,2.0,2.0,6000000.0,3,3921.5686274509803
Super built-up  Area,Ready To Move,Kasavanhalli,1105.0,2.0,2.0,4200000.0,2,3800.9049773755655
Plot  Area,Ready To Move,1st Phase JP Nagar,1566.0,2.0,0.0,18000000.0,2,11494.252873563219
Super built-up  Area,18-Jul,Harlur,1630.0,3.0,1.0,9510000.0,3,5834.355828220859
Built-up  Area,Ready To Move,Banashankari,1200.0,6.0,2.0,18000000.0,6,15000.0
Built-up  Area,Ready To Move,Brookefield,1595.0,2.0,3.0,7500000.0,3,4702.194357366771
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1000.0,2.0,2.0,5300000.0,2,5300.0
Plot  Area,18-May,"asha township, off hennur road",2400.0,5.0,3.0,28500000.0,5,11875.0
Super built-up  Area,18-May,Electronic City Phase II,1000.0,2.0,1.0,2888000.0,2,2888.0
Plot  Area,Ready To Move,1A Block Koramangala,2360.0,4.0,1.0,65000000.0,4,27542.372881355932
Super built-up  Area,Ready To Move,Uttarahalli,1737.0,2.0,3.0,9500000.0,3,5469.199769717904
Super built-up  Area,Ready To Move,Near International Airport,2100.0,4.0,2.0,15000000.0,4,7142.857142857143
Built-up  Area,Ready To Move,Hosakerehalli,3600.0,6.0,1.0,14500000.0,8,4027.777777777778
Built-up  Area,Ready To Move,Mysore Road,883.0,2.0,1.0,5000000.0,2,5662.5141562853905
Super built-up  Area,Ready To Move,BTM Layout,1776.0,2.0,3.0,7500000.0,3,4222.972972972973
Super built-up  Area,19-Dec,Anjanapura,1347.0,2.0,1.0,3772000.0,3,2800.2969561989607
Super built-up  Area,Ready To Move,Whitefield,1330.0,2.0,2.0,5500000.0,3,4135.338345864661
Plot  Area,Ready To Move,Sector 1 HSR Layout,600.0,2.0,1.0,12000000.0,2,20000.0
Built-up  Area,Ready To Move,Rajaji Nagar,3730.0,4.0,3.0,37000000.0,4,9919.571045576407
Super built-up  Area,Ready To Move,Harlur,1459.0,3.0,2.0,13500000.0,3,9252.912954078136
Super built-up  Area,19-Dec,Thanisandra,2259.0,5.0,2.0,13500000.0,4,5976.095617529881
Built-up  Area,Ready To Move,JP Nagar,2700.0,4.0,1.0,16000000.0,7,5925.925925925926
Super built-up  Area,Ready To Move,Gubbalala,1008.0,2.0,2.0,3225000.0,2,3199.404761904762
Super built-up  Area,Ready To Move,NTI Layout,1200.0,2.0,2.0,5250000.0,2,4375.0
Super built-up  Area,18-May,Vasanth nagar,2328.0,4.0,1.0,52800000.0,4,22680.41237113402
Plot  Area,Ready To Move,BTM 1st Stage,600.0,7.0,3.0,11000000.0,7,18333.333333333332
Super built-up  Area,Ready To Move,Electronic City,660.0,1.0,1.0,1550000.0,2,2348.4848484848485
Super built-up  Area,Ready To Move,Rajaji Nagar,1800.0,2.0,2.0,25000000.0,3,13888.888888888889
Super built-up  Area,Ready To Move,Rajaji Nagar,3100.0,4.0,3.0,55000000.0,4,17741.935483870966
Super built-up  Area,19-Aug,Yelahanka,1405.0,2.0,0.0,5058000.0,2,3600.0
Super built-up  Area,18-May,Yelahanka,602.0,1.0,1.0,2600000.0,1,4318.936877076412
Super built-up  Area,Ready To Move,JP Nagar,1500.0,2.0,3.0,8200000.0,3,5466.666666666667
Built-up  Area,Ready To Move,Glass Factory Layout,1539.0,3.0,2.0,6000000.0,3,3898.635477582846
Plot  Area,Ready To Move,Fraser town,806.0,3.0,1.0,12800000.0,6,15880.893300248139
Super built-up  Area,20-Dec,Judicial Layout,1100.0,2.0,1.0,5300000.0,3,4818.181818181818
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1151.0,2.0,1.0,4900000.0,2,4257.167680278019
Super built-up  Area,Ready To Move,Dasappa Layout,920.0,2.0,1.0,4600000.0,2,5000.0
Super built-up  Area,Ready To Move,Kathriguppe,1350.0,3.0,3.0,7830000.0,3,5800.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,2.0,6500000.0,2,5416.666666666667
Super built-up  Area,Ready To Move,Thanisandra,1265.0,2.0,1.0,7800000.0,2,6166.00790513834
Plot  Area,Ready To Move,Chelekare,600.0,6.0,2.0,6000000.0,8,10000.0
Super built-up  Area,18-Apr,Sarjapur  Road,1700.0,3.0,2.0,9350000.0,3,5500.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,1600.0,3.0,0.0,7500000.0,3,4687.5
Built-up  Area,Ready To Move,4th T block Jayanagar,1550.0,4.0,1.0,12000000.0,4,7741.935483870968
Built-up  Area,Ready To Move,R.T. Nagar,1560.0,3.0,3.0,12500000.0,3,8012.820512820513
Plot  Area,18-Jan,Horamavu Agara,1000.0,5.0,3.0,9800000.0,6,9800.0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,1200.0,4.0,1.0,16000000.0,4,13333.333333333334
Super built-up  Area,Ready To Move,Sarjapur  Road,1403.0,3.0,1.0,5600000.0,3,3991.4468995010693
Super built-up  Area,Ready To Move,Tumkur Road,1416.0,3.0,1.0,9400000.0,3,6638.418079096045
Super built-up  Area,Ready To Move,Kanakpura Road,1628.0,2.0,2.0,6800000.0,2,4176.904176904177
Plot  Area,Ready To Move,Chamrajpet,1660.4,4.0,2.0,21100000.0,4,12707.781257528306
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680.0,3.0,2.0,12500000.0,3,7440.476190476191
Super built-up  Area,Ready To Move,Doddathoguru,1595.0,3.0,3.0,6200000.0,3,3887.1473354231975
Super built-up  Area,Ready To Move,Kanakpura Road,1507.0,2.0,3.0,9500000.0,3,6303.9150630391505
Super built-up  Area,Ready To Move,Frazer Town,2560.0,3.0,2.0,28800000.0,3,11250.0
Super built-up  Area,Ready To Move,Hennur Road,1949.0,3.0,1.0,13300000.0,3,6824.012314007183
Plot  Area,Ready To Move,BTM 2nd Stage,800.0,2.0,1.0,17500000.0,2,21875.0
Built-up  Area,18-Dec,Electronic City Phase II,1000.0,2.0,1.0,2888000.0,2,2888.0
Super built-up  Area,20-Jun,Sonam Layout,905.0,2.0,1.0,5000000.0,2,5524.861878453039
Super built-up  Area,Ready To Move,Hosakerehalli,2480.0,3.0,2.0,24500000.0,3,9879.032258064517
Super built-up  Area,Ready To Move,CR Layout,1495.0,3.0,2.0,20000000.0,3,13377.926421404682
Super built-up  Area,Ready To Move,Kaikondrahalli,1605.0,3.0,3.0,10500000.0,3,6542.056074766355
Built-up  Area,Ready To Move,Bommanahalli,1290.0,2.0,1.0,7300000.0,2,5658.914728682171
Super built-up  Area,Ready To Move,Yelahanka,1100.0,2.0,1.0,6000000.0,2,5454.545454545455
Super built-up  Area,Ready To Move,Vishveshwarya Layout,2100.0,6.0,0.0,9200000.0,6,4380.952380952381
Super built-up  Area,Ready To Move,Electronics City Phase 1,995.0,2.0,1.0,4980000.0,2,5005.025125628141
Plot  Area,Ready To Move,Banashankari Stage II,500.0,2.0,1.0,5500000.0,2,11000.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3526.0,4.0,3.0,59800000.0,4,16959.727736812252
Super built-up  Area,Ready To Move,Gottigere,1425.0,2.0,2.0,4700000.0,3,3298.245614035088
Super built-up  Area,Ready To Move,BTM 4th Stage,1455.0,2.0,2.0,5500000.0,3,3780.0687285223366
Super built-up  Area,Ready To Move,Jalahalli West,550.0,1.0,1.0,2300000.0,1,4181.818181818182
Plot  Area,Ready To Move,Vishveshwarya Layout,7000.0,4.0,2.0,21000000.0,4,3000.0
Super built-up  Area,Ready To Move,Srinivasa Nagar,4000.0,3.0,0.0,13000000.0,5,3250.0
Super built-up  Area,18-May,Gollahalli,1060.0,2.0,1.0,5300000.0,2,5000.0
Super built-up  Area,Ready To Move,AGS Layout,1080.0,2.0,2.0,7500000.0,3,6944.444444444444
Built-up  Area,Ready To Move,HBR Layout,1783.0,3.0,2.0,12500000.0,3,7010.656197420079
Super built-up  Area,18-Mar,Haralur Road,1520.0,2.0,2.0,9000000.0,3,5921.0526315789475
Super built-up  Area,Ready To Move,Sarjapur  Road,1060.0,2.0,1.0,5500000.0,2,5188.679245283019
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1267.0,2.0,1.0,5435000.0,2,4289.6606156274665
Super built-up  Area,Ready To Move,Whitefield,1155.0,2.0,2.0,5500000.0,2,4761.9047619047615
Built-up  Area,Ready To Move,Karuna Nagar,2500.0,3.0,2.0,18000000.0,3,7200.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1240.0,2.0,1.0,6500000.0,2,5241.935483870968
Super built-up  Area,Ready To Move,Gollahalli,1570.0,3.0,2.0,7800000.0,3,4968.152866242038
Super built-up  Area,Ready To Move,NGR Layout,1019.0,2.0,1.0,4590000.0,2,4504.41609421001
Super built-up  Area,Ready To Move,Whitefield,1355.0,3.0,3.0,7600000.0,2,5608.856088560886
Super built-up  Area,Ready To Move,Arekempanahalli,1537.0,3.0,2.0,11000000.0,3,7156.79895901106
Super built-up  Area,Ready To Move,Whitefield,4075.0,5.0,3.0,22600000.0,4,5546.01226993865
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1550.0,3.0,3.0,5245000.0,3,3383.8709677419356
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1100.0,2.0,1.0,5000000.0,2,4545.454545454545
Super built-up  Area,Ready To Move, Devarabeesana Halli,1750.0,3.0,2.0,15000000.0,3,8571.42857142857
Super built-up  Area,18-Mar,9th Phase JP Nagar,1466.0,2.0,2.0,7100000.0,2,4843.110504774898
Super built-up  Area,Ready To Move,Rachenahalli,1550.0,3.0,2.0,7250000.0,3,4677.419354838709
Super built-up  Area,Ready To Move,Akshaya Nagar,2300.0,4.0,3.0,10200000.0,3,4434.782608695652
Super built-up  Area,19-Aug,Kengeri,540.0,1.0,1.0,2250000.0,1,4166.666666666667
Plot  Area,Ready To Move,8th Phase JP Nagar,950.0,3.0,2.0,13000000.0,3,13684.21052631579
Built-up  Area,Ready To Move,Chamundi Nagar,2800.0,7.0,1.0,25000000.0,7,8928.57142857143
Super built-up  Area,Ready To Move,Silk Board,1020.0,2.0,3.0,4800000.0,2,4705.882352941177
Super built-up  Area,Ready To Move,Cunningham Road,2880.0,3.0,2.0,50100000.0,3,17395.833333333332
Super built-up  Area,Ready To Move,Hebbal,1987.0,4.0,2.0,16500000.0,3,8303.975842979366
Super built-up  Area,Ready To Move,Hoodi,1305.0,2.0,1.0,7500000.0,2,5747.126436781609
Built-up  Area,Ready To Move,Sarjapur,2100.0,3.0,1.0,12500000.0,4,5952.380952380952
Built-up  Area,18-Dec,Electronic City,1125.0,2.0,1.0,3250000.0,2,2888.8888888888887
Super built-up  Area,Ready To Move,Horamavu Banaswadi,1225.0,2.0,2.0,4950000.0,2,4040.816326530612
Super built-up  Area,Ready To Move,Hennur,1255.0,2.0,1.0,5550000.0,2,4422.310756972111
Super built-up  Area,Ready To Move,MRCR Layout,1191.0,2.0,1.0,9000000.0,2,7556.675062972292
Plot  Area,Ready To Move,Uttarahalli,3600.0,6.0,2.0,30300000.0,6,8416.666666666666
Built-up  Area,18-Dec,Electronic City,1165.0,2.0,1.0,3364000.0,2,2887.5536480686696
Super built-up  Area,18-Apr,Kacharakanahalli,865.0,2.0,1.0,3511000.0,2,4058.9595375722542
Super built-up  Area,Ready To Move,Nagarbhavi,1850.0,2.0,2.0,8800000.0,3,4756.756756756757
Super built-up  Area,Ready To Move,Marsur,497.0,1.0,1.0,1700000.0,2,3420.523138832998
Super built-up  Area,19-Mar,Hennur Road,1232.0,2.0,2.0,8900000.0,2,7224.025974025974
Super built-up  Area,21-Nov,Thanisandra,1732.0,3.0,3.0,8573000.0,3,4949.769053117783
Super built-up  Area,Ready To Move,Yelahanka,1614.0,2.0,1.0,10000000.0,3,6195.786864931846
Built-up  Area,Ready To Move,Magadi Road,600.0,1.0,1.0,2200000.0,2,3666.6666666666665
Super built-up  Area,Ready To Move,Thigalarapalya,2072.0,4.0,2.0,15500000.0,3,7480.694980694981
Super built-up  Area,Ready To Move,Electronic City,919.0,2.0,2.0,3400000.0,2,3699.6735582154515
Built-up  Area,Ready To Move,Shettihalli,2100.0,4.0,1.0,9000000.0,4,4285.714285714285
Built-up  Area,Ready To Move,Shampura,672.0,3.0,1.0,5400000.0,4,8035.714285714285
Built-up  Area,Ready To Move,J C Nagar,800.0,6.0,3.0,11000000.0,8,13750.0
Plot  Area,Ready To Move,Marsur,1200.0,3.0,1.0,15000000.0,3,12500.0
Super built-up  Area,Ready To Move,OLd Gurappanapalya,2849.0,5.0,2.0,25000000.0,4,8775.008775008775
Built-up  Area,Ready To Move,Doctors Layout,1000.0,2.0,2.0,4200000.0,2,4200.0
Super built-up  Area,Ready To Move,Whitefield,1216.0,2.0,1.0,7500000.0,2,6167.763157894737
Super built-up  Area,Ready To Move,Lingadheeranahalli,2245.0,4.0,2.0,15400000.0,4,6859.688195991092
Super built-up  Area,18-Feb,Bannerghatta Road,1476.0,3.0,1.0,12500000.0,3,8468.834688346884
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,2.0,13000000.0,3,7019.438444924406
Super built-up  Area,18-Aug,Udaya Nagar,1225.0,2.0,2.0,4700000.0,2,3836.734693877551
Super built-up  Area,Ready To Move,Panathur,1597.0,3.0,1.0,6712000.0,3,4202.880400751409
Super built-up  Area,19-Dec,Jakkur,2423.0,4.0,3.0,16000000.0,3,6603.38423442014
Super built-up  Area,19-Mar,Marathahalli,1152.0,2.0,1.0,9000000.0,2,7812.5
Super built-up  Area,Ready To Move,Harlur,1762.0,3.0,2.0,13300000.0,3,7548.240635641317
Plot  Area,Ready To Move,Kammasandra,1400.0,3.0,2.0,9200000.0,3,6571.428571428572
Plot  Area,Ready To Move,New Thippasandra,2400.0,6.0,3.0,40000000.0,6,16666.666666666668
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1185.0,2.0,2.0,4017000.0,2,3389.8734177215188
Super built-up  Area,18-May,Yelahanka,1890.0,3.0,2.0,10800000.0,3,5714.285714285715
Super built-up  Area,Ready To Move,Varthur Road,1247.0,2.0,2.0,5800000.0,3,4651.162790697675
Plot  Area,Ready To Move,1st Block Jayanagar,700.0,4.0,2.0,10400000.0,8,14857.142857142857
Plot  Area,Ready To Move,HRBR Layout,1000.0,6.0,3.0,27500000.0,6,27500.0
Super built-up  Area,Ready To Move,Bellandur,1201.0,2.0,2.0,5999000.0,2,4995.004163197335
Built-up  Area,18-Feb,Gunjur Palya,830.0,2.0,2.0,4000000.0,2,4819.277108433735
Built-up  Area,18-Jul,Electronic City Phase II,1165.0,2.0,1.0,3029000.0,2,2600.0
Super built-up  Area,Ready To Move,Bommanahalli,1100.0,1.0,2.0,5500000.0,2,5000.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,1890.0,2.0,2.0,9300000.0,3,4920.6349206349205
Super built-up  Area,Ready To Move,Maithri Layout,1685.0,3.0,2.0,6000000.0,3,3560.8308605341244
Super built-up  Area,Ready To Move,Sarakki Nagar,3131.0,4.0,3.0,34900000.0,4,11146.598530820824
Super built-up  Area,Ready To Move,Battarahalli,1165.0,2.0,1.0,4300000.0,2,3690.987124463519
Super built-up  Area,Ready To Move,Kachanayakanahalli,827.0,2.0,1.0,4500000.0,2,5441.354292623942
Plot  Area,Ready To Move,Gangondanahalli,396.0,2.0,0.0,4800000.0,3,12121.212121212122
Plot  Area,Ready To Move,Uttarahalli,1200.0,4.0,3.0,17900000.0,4,14916.666666666666
Built-up  Area,Ready To Move,Electronics City Phase 1,635.0,1.0,0.0,2600000.0,1,4094.488188976378
Built-up  Area,Ready To Move,Whitefield,4000.0,4.0,3.0,38000000.0,4,9500.0
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,1050.0,2.0,1.0,5000000.0,2,4761.9047619047615
Built-up  Area,Ready To Move,D Group Employees Layout,600.0,4.0,3.0,7600000.0,5,12666.666666666666
Super built-up  Area,22-May,Jakkur,1819.18,3.0,2.0,16800000.0,3,9234.930023417144
Plot  Area,Ready To Move,Kanakapura,1500.0,3.0,3.0,12500000.0,3,8333.333333333334
Super built-up  Area,Ready To Move,Yelenahalli,1500.0,2.0,2.0,5700000.0,3,3800.0
Super built-up  Area,Ready To Move,Benson Town,2850.0,4.0,3.0,47000000.0,3,16491.22807017544
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1751.0,3.0,3.0,7200000.0,3,4111.936036550543
Super built-up  Area,18-Jan,Vasanth nagar,4750.0,6.0,1.0,110200000.0,4,23200.0
Super built-up  Area,18-Jun,Bommasandra,1020.0,2.0,1.0,4089000.0,2,4008.823529411765
Super built-up  Area,Ready To Move,Thanisandra,1148.0,2.0,1.0,4350000.0,2,3789.198606271777
Plot  Area,Ready To Move,Basavangudi,1754.0,6.0,2.0,65000000.0,6,37058.152793614594
Plot  Area,Ready To Move,2nd Block Hrbr Layout,4273.0,3.0,2.0,110000000.0,3,25743.037678446057
Super built-up  Area,Ready To Move,B Narayanapura,1060.0,2.0,1.0,4927000.0,2,4648.11320754717
Built-up  Area,Ready To Move,Haralur Road,1300.0,2.0,2.0,6000000.0,2,4615.384615384615
Built-up  Area,Ready To Move,Hormavu,3000.0,4.0,0.0,10000000.0,4,3333.3333333333335
Super built-up  Area,Ready To Move,Bellandur,1325.0,2.0,2.0,6500000.0,2,4905.66037735849
Super built-up  Area,Ready To Move,Sai Gardens,1261.0,2.0,2.0,6100000.0,2,4837.430610626487
Super built-up  Area,Ready To Move,Manayata Tech Park,1100.0,2.0,2.0,4600000.0,2,4181.818181818182
Built-up  Area,Ready To Move,Ramamurthy Nagar,700.0,2.0,1.0,3300000.0,2,4714.285714285715
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1675.0,2.0,2.0,13500000.0,3,8059.701492537313
Plot  Area,Ready To Move,Ullal Road,3400.0,4.0,2.0,19000000.0,4,5588.235294117647
Super built-up  Area,18-Aug,Kodihalli,3260.0,5.0,3.0,38800000.0,4,11901.840490797545
Super built-up  Area,Ready To Move,Doddakammanahalli,1180.0,2.0,2.0,5600000.0,2,4745.762711864407
Built-up  Area,Ready To Move,Uttarahalli,1160.0,2.0,2.0,4500000.0,2,3879.310344827586
Super built-up  Area,Ready To Move,Kasavanhalli,1863.0,3.0,2.0,10500000.0,4,5636.070853462158
Super built-up  Area,Ready To Move,Sahakara Nagar,1914.0,3.0,2.0,14900000.0,3,7784.743991640544
Super built-up  Area,Ready To Move,BTM Layout,1458.0,3.0,2.0,7900000.0,3,5418.38134430727
Plot  Area,Ready To Move,Thirumenahalli,1200.0,4.0,2.0,11500000.0,5,9583.333333333334
Built-up  Area,Ready To Move,Babusapalaya,1105.0,2.0,1.0,4000000.0,2,3619.9095022624433
Super built-up  Area,Ready To Move,Hulimavu,3035.0,5.0,3.0,22000000.0,3,7248.764415156507
Plot  Area,Ready To Move,Bannerghatta Road,1200.0,6.0,3.0,16000000.0,6,13333.333333333334
Super built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,2.0,9000000.0,3,5415.162454873646
Super built-up  Area,Ready To Move,Yelahanka,1556.0,3.0,2.0,8600000.0,3,5526.9922879177375
Super built-up  Area,Ready To Move,Jigani,918.0,2.0,2.0,5000000.0,2,5446.623093681917
Super built-up  Area,Ready To Move,Sarjapur  Road,1455.0,2.0,1.0,9800000.0,3,6735.395189003437
Super built-up  Area,Ready To Move,Jakkasandra Extension,1205.0,2.0,1.0,7000000.0,2,5809.128630705394
Super built-up  Area,Ready To Move,BEML Layout,1194.0,2.0,1.0,6500000.0,2,5443.886097152429
Plot  Area,Ready To Move,Laggere,1200.0,2.0,0.0,7500000.0,2,6250.0
Built-up  Area,Ready To Move,Bannerghatta Road,1100.0,2.0,2.0,5200000.0,3,4727.272727272727
Super built-up  Area,Ready To Move,Sarjapur  Road,1405.0,3.0,2.0,4887000.0,3,3478.291814946619
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,1.0,5600000.0,2,6027.9870828848225
Built-up  Area,Ready To Move,Frazer Town,3436.0,5.0,2.0,34100000.0,4,9924.330616996507
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2100.0,4.0,3.0,9200000.0,4,4380.952380952381
Super built-up  Area,17-Jul,Channasandra,1065.0,2.0,1.0,4047000.0,2,3800.0
Super built-up  Area,22-Dec,Bannerghatta Road,1532.5,3.0,0.0,8429000.0,3,5500.163132137031
Plot  Area,Ready To Move,Kengeri,1500.0,6.0,3.0,15000000.0,6,10000.0
